"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"taman melawati","ulu klang","selangor",686000,483,51,1,"terrace house",1,0,1,13.438632906708,6.18001665365257,3.93182563272433
"bukit banyan","sungai petani","kedah",499900,267,51,1,"town house",1,0,1,13.1221633574017,5.58724865840025,3.93182563272433
"bandar rinching","semenyih","selangor",4e+05,292,51,0,"terrace house",1,0,1,12.8992198260901,5.67675380226828,3.93182563272433
"damansara heights (bukit damansara)","damansara heights","kuala lumpur",3600000,700,51,1,"bungalow",1,0,1,15.0964444034263,6.5510803350434,3.93182563272433
"taman nilam sari","seremban","negeri sembilan",411800,317,50,0,"terrace house",0,1,0,12.9282930735758,5.75890177387728,3.91202300542815
"taman air manis","sabak bernam","selangor",250000,179,50,1,"cluster house",0,1,0,12.4292161968444,5.18738580584075,3.91202300542815
"taman bertam heights","tanjong minyak","melaka",180000,138,50,0,"terrace house",1,0,1,12.1007121298723,4.92725368515721,3.91202300542815
"taman pasir putih","pasir gudang","johor",375000,273,50,0,"terrace house",1,0,1,12.8346813049525,5.60947179518496,3.91202300542815
"bandar putera 2","klang","selangor",411640,344,50,0,"terrace house",0,1,0,12.92790445995,5.8406416573734,3.91202300542815
"taman kerian sentosa","parit buntar","perak",368800,267,50,0,"terrace house",0,1,0,12.8180097706646,5.58724865840025,3.91202300542815
"medini signature","iskandar puteri (nusajaya)","johor",814800,505,50,0,"condominium",1,0,1,13.6106979633348,6.22455842927536,3.91202300542815
"angkasa condominiums","cheras","kuala lumpur",6e+05,648,50,0,"condominium",1,0,1,13.3046849341983,6.47389069635227,3.91202300542815
"bandar seberang jaya","seberang jaya","penang",280000,294,49,0,"terrace house",0,1,0,12.5425448821514,5.68357976733868,3.89182029811063
"amber 1@bukit sentosa","serendah","selangor",430000,332,49,0,"terrace house",1,0,1,12.9715404876697,5.80513496891649,3.89182029811063
"taman sri skudai","skudai","johor",4e+05,283,49,0,"terrace house",1,0,1,12.8992198260901,5.64544689764324,3.89182029811063
"taman air biru","pasir gudang","johor",270000,245,49,1,"semi d",0,1,0,12.5061772379805,5.50125821054473,3.89182029811063
"taman sri pulai perdana","kulai","johor",499000,382,49,0,"terrace house",1,0,1,13.1203613747337,5.94542060860658,3.89182029811063
"taman lestari puchong","seri kembangan","selangor",508000,338,49,0,"terrace house",0,1,0,13.1382367265606,5.82304589548302,3.89182029811063
"nusa sentral","iskandar puteri (nusajaya)","johor",770000,485,49,1,"semi d",1,0,1,13.5541457938299,6.18414889093748,3.89182029811063
"taman cempaka","ipoh","perak",199000,202,49,0,"terrace house",1,1,1,12.2010601037066,5.30826769740121,3.89182029811063
"irama sendayan 2a","labu","negeri sembilan",559444,379,48,0,"terrace house",1,0,1,13.2346987123593,5.93753620508243,3.87120101090789
"taman bakti [yns]","labu","negeri sembilan",80000,67,48,0,"terrace house",1,0,1,11.289781913656,4.20469261939097,3.87120101090789
"bandar puteri puchong","puchong","selangor",1225000,620,48,0,"terrace house",1,0,1,14.018451401961,6.42971947803914,3.87120101090789
"kepong baru","kepong","kuala lumpur",667500,445,48,0,"terrace house",1,1,1,13.4112946692565,6.09807428216624,3.87120101090789
"bandar kinrara","bandar kinrara","selangor",1415000,621,48,0,"terrace house",1,0,1,14.1626400890595,6.43133108193348,3.87120101090789
"taman ria jaya fasa 2","sungai petani","kedah",197500,146,48,0,"terrace house",1,0,1,12.1934938633233,4.98360662170834,3.87120101090789
"taman cahaya masai","pasir gudang","johor",3e+05,381,48,0,"terrace house",0,1,0,12.6115377536383,5.9427993751267,3.87120101090789
"nusa perdana apartment","iskandar puteri (nusajaya)","johor",360000,386,48,0,"service residence",1,0,1,12.7938593104323,5.95583736946483,3.87120101090789
"taman melor jaya","gerisek","johor",165000,100,47,0,"terrace house",1,0,1,12.0137007528827,4.60517018598809,3.85014760171006
"tanjung temasek","ipoh","perak",303800,226,47,0,"terrace house",0,1,0,12.6241248691438,5.42053499927229,3.85014760171006
"alam perdana","ijok","selangor",310000,189,47,0,"terrace house",0,1,0,12.6443275764613,5.24174701505964,3.85014760171006
"taman krubong jaya","krubong","melaka",290000,223,47,0,"terrace house",0,1,0,12.5776362019627,5.40717177146012,3.85014760171006
"taman adda","tebrau","johor",1e+06,387,47,1,"terrace house",1,0,1,13.8155105579643,5.95842469302978,3.85014760171006
"taman bandar utama tampin","tampin","negeri sembilan",299473,145,47,1,"semi d",1,0,1,12.6097795422234,4.97673374242057,3.85014760171006
"taman terubong indah (majestic heights)","ayer itam","penang",170000,243,47,0,"flat",1,0,1,12.0435537160324,5.49306144334055,3.85014760171006
"taman cassia bahau","bahau","negeri sembilan",249000,192,46,0,"terrace house",0,1,0,12.4252081754468,5.25749537202778,3.8286413964891
"taman mahsuri","padang serai","kedah",270000,208,46,0,"terrace house",1,0,1,12.5061772379805,5.33753807970132,3.8286413964891
"taman bukit perdana","batu pahat","johor",390000,253,46,0,"terrace house",1,0,1,12.8739020181058,5.53338948872752,3.8286413964891
"taman puchong utama","puchong","selangor",6e+05,454,46,0,"terrace house",1,0,1,13.3046849341983,6.11809719804135,3.8286413964891
"usj 3","subang jaya","selangor",765000,482,46,0,"terrace house",1,0,1,13.5476311128087,6.1779441140506,3.8286413964891
"taman evergreen heights","batu pahat","johor",420000,244,46,0,"terrace house",1,0,1,12.9480099902596,5.4971682252932,3.8286413964891
"taman lagenda","padang serai","kedah",292500,214,46,0,"terrace house",1,0,1,12.586219945654,5.36597601502185,3.8286413964891
"molek regency","johor bahru","johor",580000,536,46,0,"service residence",1,0,1,13.2707833825226,6.2841341610708,3.8286413964891
"platinum suites (the face suites)","klcc","kuala lumpur",1453150,1827,46,0,"service residence",1,0,1,14.1892441719109,7.51043055637801,3.8286413964891
"taman saujana manjung","sitiawan","perak",329890,279,45,1,"semi d",0,1,0,12.7065145445414,5.63121178182137,3.80666248977032
"meru sentosa","ipoh","perak",340194,235,45,0,"terrace house",0,1,0,12.7372713221041,5.45958551414416,3.80666248977032
"taman teratai","kulai","johor",330000,273,45,0,"terrace house",1,0,1,12.7068479334427,5.60947179518496,3.80666248977032
"taman sementa permai","kapar","selangor",358000,254,45,0,"terrace house",1,0,1,12.7882882653828,5.53733426701854,3.80666248977032
"taman kota jaya","kota tinggi","johor",310000,198,45,1,"semi d",1,0,1,12.6443275764613,5.28826703069454,3.80666248977032
"taman senai jaya","senai","johor",170000,110,45,0,"terrace house",1,0,1,12.0435537160324,4.70048036579242,3.80666248977032
"pr1ma @ port dickson","lukut","negeri sembilan",287850,210,45,0,"terrace house",1,0,1,12.570194790104,5.34710753071747,3.80666248977032
"taman scientex senai","senai","johor",480000,446,45,0,"terrace house",1,0,1,13.0815413828841,6.10031895202006,3.80666248977032
"green garden","ayer itam","penang",180000,335,45,0,"flat",1,0,1,12.1007121298723,5.81413053182507,3.80666248977032
"scientex seremban","seremban","negeri sembilan",380000,272,44,0,"terrace house",1,0,1,12.8479265317026,5.605802066296,3.78418963391826
"bandar utama batang kali","batang kali","selangor",232500,208,44,1,"terrace house",1,0,1,12.3566455040095,5.33753807970132,3.78418963391826
"taman bukit tiram","ulu tiram","johor",380000,366,44,0,"terrace house",1,0,1,12.8479265317026,5.90263333340137,3.78418963391826
"pulai jaya","kulai","johor",520000,346,43,0,"terrace house",1,0,1,13.1615840905576,5.84643877505772,3.76120011569356
"bandar universiti","seri iskandar","perak",250000,175,43,1,"terrace house",0,1,0,12.4292161968444,5.16478597392351,3.76120011569356
"serene heights","semenyih","selangor",781800,445,43,0,"terrace house",1,0,1,13.569354232341,6.09807428216624,3.76120011569356
"tas","kuantan","pahang",185000,158,43,0,"terrace house",1,0,1,12.1281111040605,5.06259503302697,3.76120011569356
"bandar tun hussein onn","cheras","selangor",8e+05,390,43,1,"terrace house",1,0,1,13.5923670066501,5.96614673912369,3.76120011569356
"taman bukit dahlia","pasir gudang","johor",480000,353,43,0,"terrace house",1,1,1,13.0815413828841,5.8664680569333,3.76120011569356
"taman bukit kempas","tampoi","johor",480000,291,43,0,"terrace house",1,0,1,13.0815413828841,5.67332326717149,3.76120011569356
"taman putra prima","puchong","selangor",780000,454,43,0,"terrace house",1,0,1,13.5670491986658,6.11809719804135,3.76120011569356
"desa mayang sari","nilai","negeri sembilan",718000,511,42,0,"terrace house",1,0,1,13.4842248480304,6.2363695902037,3.73766961828337
"taman damai jaya","skudai","johor",325000,387,42,0,"terrace house",1,0,1,12.6915804613119,5.95842469302978,3.73766961828337
"usj 11","subang jaya","selangor",9e+05,513,42,0,"terrace house",1,0,1,13.7101500423064,6.24027584517077,3.73766961828337
"taman widuri","sungai jawi","penang",260000,224,42,0,"terrace house",1,0,1,12.4684369099977,5.41164605185504,3.73766961828337
"bandar ekar","rantau","negeri sembilan",235789,145,42,0,"terrace house",1,0,1,12.3706926162941,4.97673374242057,3.73766961828337
"greenfield regency","tampoi","johor",391500,485,42,0,"service residence",1,0,1,12.877740794413,6.18414889093748,3.73766961828337
"overseas union garden","jalan klang lama (old klang road)","kuala lumpur",923000,519,41,1,"bungalow",1,0,1,13.735384513485,6.25190388316589,3.71357206670431
"taman parkland","kluang","johor",150000,107,41,0,"terrace house",1,0,1,11.9183905730784,4.67282883446191,3.71357206670431
"taman tehel indah","bemban","melaka",497000,337,41,0,"terrace house",1,0,1,13.1163453050788,5.82008293035236,3.71357206670431
"taman klemeru (p/l : 48396)","ipoh","perak",403000,229,41,0,"terrace house",0,1,0,12.9066918409288,5.43372200355424,3.71357206670431
"taman bukit permata","selayang","selangor",310281,56,41,0,"terrace house",1,0,1,12.6452336174951,4.02535169073515,3.71357206670431
"rpa sri tanjung","sungai petani","kedah",27049,43,41,0,"terrace house",1,0,1,10.2054053150146,3.76120011569356,3.71357206670431
"taman bandar baru sungai lalang","sungai petani","kedah",2e+05,151,41,0,"terrace house",1,0,1,12.2060726455302,5.01727983681492,3.71357206670431
"uda utama","johor bahru","johor",809662,487,41,0,"terrace house",1,0,1,13.6043721556108,6.18826412308259,3.71357206670431
"nilai impian","nilai","negeri sembilan",639888,383,41,0,"terrace house",1,0,1,13.3690484400216,5.94803498918065,3.71357206670431
"taman kelana, rantau panjang","kapar","selangor",473000,354,40,0,"terrace house",1,0,1,13.0668506674741,5.86929691313377,3.68887945411394
"tiara sendayan - presint 14c","labu","negeri sembilan",512650,350,40,0,"terrace house",1,0,1,13.1473486300982,5.85793315448346,3.68887945411394
"taman desa impian","simpang ampat","penang",880000,314,40,0,"cluster house",1,0,1,13.6876771864544,5.74939298590825,3.68887945411394
"bandar bestari@canary garden","klang","selangor",1449665,620,40,0,"cluster house",1,0,1,14.1868430532214,6.42971947803914,3.68887945411394
"taman sri penawar","pengerang","johor",525000,375,40,0,"terrace house",0,1,0,13.1711535415738,5.92692602597041,3.68887945411394
"bandar seri botani","simpang pulai","perak",448800,288,40,0,"terrace house",1,1,1,13.0143326331906,5.66296048013595,3.68887945411394
"taman rasa utama","batang kali","selangor",250000,187,40,0,"terrace house",0,1,0,12.4292161968444,5.23110861685459,3.68887945411394
"taman desa tanjung minyak (seri bertam)","tanjong minyak","melaka",260000,181,39,0,"terrace house",0,1,0,12.4684369099977,5.19849703126583,3.66356164612965
"taman canning","ipoh","perak",425000,171,39,1,"terrace house",1,1,1,12.9598444479066,5.14166355650266,3.66356164612965
"taman pusing sakura","batu gajah","perak",330880,236,39,0,"terrace house",0,1,0,12.7095110508621,5.46383180502561,3.66356164612965
"m senyum salak tinggi","sepang","selangor",555210,463,39,0,"terrace house",0,1,0,13.2271016995399,6.13772705408623,3.66356164612965
"bb setia awan perdana residen 8","sitiawan","perak",245000,205,39,0,"terrace house",1,0,1,12.4090134895269,5.32300997913841,3.66356164612965
"taman kluang perdana","kluang","johor",199900,110,39,1,"semi d",1,0,1,12.2055725204885,4.70048036579242,3.66356164612965
"taman mengkibol","kluang","johor",379000,237,39,0,"terrace house",1,0,1,12.8452914840646,5.46806014113513,3.66356164612965
"rpr bandar baru samariang","kuching","sarawak",2e+05,195,39,0,"terrace house",0,1,0,12.2060726455302,5.27299955856375,3.66356164612965
"taman pulai utama","skudai","johor",595000,340,39,0,"terrace house",1,0,1,13.2963166845278,5.82894561761021,3.66356164612965
"taman sutera","perling","johor",780000,306,39,0,"terrace house",1,0,1,13.5670491986658,5.72358510195238,3.66356164612965
"seksyen 17","petaling jaya","selangor",948000,464,39,1,"bungalow",1,0,1,13.7621097812372,6.13988455222626,3.66356164612965
"taman pandan jaya","cheras","selangor",185000,313,39,0,"flat",0,1,0,12.1281111040605,5.74620319054015,3.66356164612965
"venice hill","cheras","selangor",250000,162,39,0,"condominium",1,0,1,12.4292161968444,5.08759633523238,3.66356164612965
"green haven","masai","johor",631950,530,39,0,"service residence",1,0,1,13.3565655560753,6.27287700654617,3.66356164612965
"sri penara","cheras","kuala lumpur",280000,433,39,0,"apartment",0,1,0,12.5425448821514,6.07073772800249,3.66356164612965
"taman bukit katil damai","bukit katil","melaka",488000,338,38,1,"semi d",0,1,0,13.0980706848353,5.82304589548302,3.63758615972639
"happy garden","jalan klang lama (old klang road)","kuala lumpur",912500,445,38,0,"terrace house",1,1,1,13.7239433644388,6.09807428216624,3.63758615972639
"bercham nobel residences","ipoh","perak",335000,238,38,0,"terrace house",1,0,1,12.7218858108072,5.47227067367148,3.63758615972639
"taman merpati indah","kulim","kedah",462000,330,38,0,"terrace house",1,0,1,13.0433201700639,5.79909265446053,3.63758615972639
"mutiara hills @ semenyih","semenyih","selangor",547770,391,38,0,"terrace house",1,0,1,13.2136107697989,5.96870755998537,3.63758615972639
"lexview","ipoh","perak",458880,298,38,0,"terrace house",1,1,1,13.0365440169533,5.6970934865054,3.63758615972639
"bandar seri alam","pasir gudang","johor",340000,361,38,0,"terrace house",1,0,1,12.7367008965923,5.88887795833288,3.63758615972639
"taman pinggir pengkalan permai","ipoh","perak",688000,262,38,0,"cluster house",1,0,1,13.4415441169155,5.5683445037611,3.63758615972639
"bandar putra bertam","kepala batas","penang",350000,275,38,1,"terrace house",1,0,1,12.7656884334656,5.61677109766657,3.63758615972639
"taman pulai hijauan","skudai","johor",655000,329,38,1,"terrace house",1,0,1,13.3923905146174,5.79605775076537,3.63758615972639
"kampung baru kertih","kerteh","terengganu",350000,108,38,1,"semi d",1,1,1,12.7656884334656,4.68213122712422,3.63758615972639
"taman pandan indah","ampang","selangor",522500,511,38,1,"terrace house",0,1,0,13.1663802628211,6.2363695902037,3.63758615972639
"saujana impian","kajang","selangor",540000,330,38,1,"terrace house",1,0,1,13.1993244185405,5.79909265446053,3.63758615972639
"taman gaya","ulu tiram","johor",1034400,409,38,0,"cluster house",1,0,1,13.8493321064398,6.0137151560428,3.63758615972639
"p/l 104445 & p/l 104476(lot 2507)","kuantan","pahang",271790,174,38,0,"terrace house",1,0,1,12.5127849882637,5.15905529921453,3.63758615972639
"scientex kundang jaya","rawang","selangor",504339,403,37,0,"terrace house",1,0,1,13.1310039399943,5.99893656194668,3.61091791264422
"springville @victoria country","sitiawan","perak",435000,288,37,0,"terrace house",1,0,1,12.9831013100708,5.66296048013595,3.61091791264422
"taman molek residen","ayer molek","melaka",435800,312,37,0,"terrace house",1,0,1,12.9849387014927,5.74300318780948,3.61091791264422
"taman emas bidor","bidor","perak",90000,75,37,0,"terrace house",0,1,0,11.4075649493124,4.31748811353631,3.61091791264422
"setia ecohill","beranang","selangor",680000,419,37,1,"cluster house",1,0,1,13.4298480771523,6.03787091992214,3.61091791264422
"taman sri tebrau","johor bahru","johor",680000,336,37,0,"terrace house",1,0,1,13.4298480771523,5.8171111599632,3.61091791264422
"bandar bukit tinggi","klang","selangor",750000,468,37,0,"terrace house",1,0,1,13.5278284855125,6.14846829591765,3.61091791264422
"taman keladi fasa 1","sungai petani","kedah",2e+05,152,37,0,"terrace house",1,0,1,12.2060726455302,5.02388052084628,3.61091791264422
"bayan baru","bayan baru","penang",570000,376,37,1,"cluster house",0,1,0,13.2533916398107,5.92958914338989,3.61091791264422
"taman muhibah","kulai","johor",290000,342,37,0,"terrace house",1,0,1,12.5776362019627,5.8348107370626,3.61091791264422
"bandar bukit puchong","puchong","selangor",640000,418,37,0,"terrace house",1,0,1,13.3692234553359,6.03548143252476,3.61091791264422
"bandar amanjaya (zon kenanga)","sungai petani","kedah",320000,136,37,0,"semi d",1,0,1,12.6760762747759,4.91265488573605,3.61091791264422
